transaction_id,customer_id,product_id,quantity,unit_price,total_amount,transaction_date,channel
93,1171,52,1,450.09,450.09,2025-07-11 15:50:24.722763,Online
94,1104,110,3,367.8,1103.4,2025-04-10 07:08:10.304821,Online
95,645,153,1,388.92,388.92,2025-06-08 14:13:57.352525,Online
96,1637,149,2,372.08,744.15,2025-06-27 19:00:03.465944,Online
97,1120,161,1,479.37,479.37,2025-05-09 12:33:10.947039,Online
98,1414,16,1,239.96,239.96,2025-06-28 06:54:38.840583,Store
99,996,19,4,14.69,58.75,2025-06-02 02:02:47.278762,Online
100,1337,46,1,181.17,181.17,2025-06-04 08:42:46.013190,Online
101,498,121,1,104.12,104.12,2025-07-01 16:12:47.930007,Online
102,1709,94,1,246.74,246.74,2025-05-01 12:28:15.851609,Online
103,1538,171,2,236.97,473.94,2025-06-19 13:45:48.816973,Online
104,726,185,2,420.71,841.42,2025-07-08 17:20:48.898025,Online
105,1069,43,1,11.81,11.81,2025-07-09 17:23:42.992064,Online
106,111,65,1,342.65,342.65,2025-06-03 08:00:57.844166,Online
107,737,90,1,366.46,366.46,2025-07-01 12:02:09.633682,Online
108,1300,106,3,387.79,1163.37,2025-03-26 10:24:08.950437,Online
109,142,12,2,94.38,188.75,2025-06-06 09:00:10.234853,Online
110,279,33,4,261.88,1047.53,2025-04-14 19:55:51.755151,Online
111,904,31,2,116.7,233.39,2025-07-09 18:27:20.842174,Online
112,1514,3,2,138.66,277.32,2025-06-06 13:58:11.740388,Online
113,984,109,3,491.26,1473.78,2025-05-05 11:19:45.205233,Online
114,1717,71,1,196.58,196.58,2025-06-25 03:48:02.335121,Online
115,855,84,1,453.99,453.99,2025-07-03 18:27:16.975891,Online
116,270,139,2,440.21,880.42,2025-06-29 02:31:39.316859,Store
117,773,61,3,14.8,44.39,2025-05-31 00:46:32.646516,Online
118,1490,82,3,262.14,786.41,2025-07-02 15:03:48.503393,Online
119,1745,24,3,444.65,1333.95,2025-06-17 00:50:13.622158,Online
120,1039,182,2,38.38,76.77,2025-06-19 22:48:47.089419,Online
121,464,179,1,234.77,234.77,2025-06-20 14:44:59.519884,Online
122,798,42,1,143.0,143.0,2025-06-18 22:09:20.396082,Online
123,1581,142,1,197.62,197.62,2025-07-02 10:39:04.800753,Online
124,956,26,2,119.57,239.14,2025-06-29 06:24:56.974575,Store
125,592,158,1,226.34,226.34,2025-07-12 07:54:26.488072,Online
126,810,110,3,449.54,1348.61,2025-04-23 16:52:05.122947,Online
127,1321,168,1,116.69,116.69,2025-06-21 18:15:15.323838,Online
128,435,106,3,473.96,1421.89,2025-06-26 08:34:33.063681,Online
129,871,7,1,122.4,122.4,2025-06-15 14:29:30.553266,Store
130,1776,165,1,362.46,362.46,2025-06-16 18:31:55.692524,Store
131,32,125,4,114.67,458.7,2025-05-24 01:18:26.697746,Online
132,447,152,1,32.33,32.33,2025-06-09 16:30:03.372115,Store
133,354,88,4,88.41,353.65,2025-07-06 19:37:51.916076,Online
134,1136,125,2,114.67,229.35,2025-05-09 06:47:01.434754,Online
135,1496,185,2,467.45,934.91,2025-07-08 19:26:02.707331,Online
136,1175,56,1,95.24,95.24,2025-06-24 12:50:01.055883,Store
137,1141,191,1,167.21,167.21,2025-07-10 11:44:04.261289,Online
138,1204,37,1,476.89,476.89,2025-05-26 05:15:39.328783,Store
139,1951,164,2,331.24,662.48,2025-07-03 05:44:22.681393,Online
140,1014,196,2,529.63,1059.27,2025-07-07 01:07:48.326474,Online
141,580,170,1,417.55,417.55,2025-07-01 04:43:42.056412,Online
142,279,1,1,249.34,249.34,2025-06-21 11:08:18.807902,Online
143,1458,138,3,81.3,243.91,2025-04-18 10:20:57.947481,Store
144,1126,61,1,13.45,13.45,2025-07-08 10:37:27.055837,Online
145,1378,15,1,78.89,78.89,2025-04-05 15:32:02.550295,Online
146,193,113,1,410.41,410.41,2025-06-16 10:27:51.314421,Online
147,724,61,1,12.11,12.11,2025-05-25 05:02:39.092386,Store
148,849,149,2,372.08,744.15,2025-07-06 12:08:51.029251,Online
149,106,20,3,238.84,716.52,2025-06-21 03:03:01.157709,Online
150,1067,122,3,314.77,944.31,2025-06-05 07:59:41.931138,Online
151,1034,43,3,13.0,38.99,2025-06-01 03:11:28.877642,Online
152,118,32,1,53.2,53.2,2025-06-08 15:04:32.897611,Online
153,1863,141,1,540.44,540.44,2025-06-30 17:39:50.202062,Store
154,721,147,1,263.99,263.99,2025-06-13 11:44:00.031678,Online
155,1937,21,2,345.97,691.94,2025-06-04 08:15:02.702590,Store
156,1020,110,1,449.54,449.54,2025-06-26 07:07:28.511754,Online
157,1200,78,3,151.5,454.49,2025-06-25 11:34:40.551650,Online
158,1381,179,1,258.24,258.24,2025-06-30 13:35:47.914029,Online
159,556,104,2,26.86,53.72,2025-06-28 13:43:49.820697,Online
160,1744,159,1,81.43,81.43,2025-06-19 15:29:23.996681,Online
161,782,66,1,126.03,126.03,2025-07-07 11:46:29.375066,Online
162,851,31,2,128.37,256.73,2025-06-29 23:18:59.833965,Store
163,865,194,1,220.62,220.62,2025-06-22 12:03:54.260449,Store
164,58,193,1,396.33,396.33,2025-06-30 19:15:58.598669,Online
165,1887,75,4,125.92,503.67,2025-07-09 01:49:51.837542,Store
166,957,75,1,114.47,114.47,2025-05-04 03:22:32.531809,Store
167,763,162,1,453.18,453.18,2025-07-08 21:30:07.324124,Online
168,1602,158,1,226.34,226.34,2025-06-08 05:03:42.626570,Store
169,1259,3,1,138.66,138.66,2025-07-10 20:01:07.540866,Online
170,1603,9,1,36.8,36.8,2025-06-26 07:23:19.760681,Store
171,399,35,2,207.13,414.26,2025-06-28 03:00:37.387643,Store
172,1342,172,2,248.55,497.09,2025-06-26 12:27:21.954700,Store
173,95,180,2,89.1,178.2,2025-06-13 18:26:53.626398,Online
174,803,76,1,393.05,393.05,2025-06-04 01:04:41.150147,Store
175,1304,39,1,315.82,315.82,2025-07-08 07:29:32.763459,Store
176,942,186,2,466.98,933.95,2025-06-27 23:22:08.015756,Store
177,610,142,2,197.62,395.24,2025-07-11 00:05:48.689510,Online
178,1527,158,1,226.34,226.34,2025-06-05 05:14:15.633796,Store
179,1582,43,1,11.81,11.81,2025-07-12 05:36:11.989612,Store
180,713,59,2,457.18,914.35,2025-06-06 01:31:54.573983,Store
181,1057,33,4,261.88,1047.53,2025-04-22 07:41:27.494085,Store
182,841,23,3,82.04,246.13,2025-06-28 22:56:45.026257,Online
183,934,46,2,164.7,329.41,2025-06-11 13:52:01.215765,Store
184,589,157,2,284.48,568.97,2025-05-20 15:39:26.453308,Store
185,74,66,2,113.43,226.86,2025-06-04 03:18:10.342478,Online
186,649,57,1,29.37,29.37,2025-06-25 14:42:08.946771,Online
187,316,176,3,233.69,701.07,2025-05-24 19:57:39.309595,Online
188,1389,54,4,441.09,1764.37,2025-06-16 10:34:52.180403,Online
189,1819,49,3,156.78,470.35,2025-07-04 08:35:34.734476,Online
190,781,133,3,223.29,669.88,2025-06-29 11:51:18.342262,Online
191,1063,101,1,65.37,65.37,2025-06-08 15:31:16.169714,Online
192,30,41,1,482.99,482.99,2025-07-06 01:39:30.064084,Online
193,1730,9,4,36.8,147.2,2025-07-10 03:54:58.500328,Store
194,456,100,3,255.02,765.05,2025-04-07 04:26:40.654025,Store
195,1208,109,1,446.6,446.6,2025-06-02 20:46:27.568038,Online
196,6,128,3,196.08,588.24,2025-07-03 10:31:09.071089,Online
197,901,140,4,141.9,567.61,2025-01-21 00:52:42.192999,Online
198,1724,25,3,159.24,477.72,2025-06-27 09:08:27.794186,Online
199,301,190,1,471.93,471.93,2025-06-07 11:36:15.014697,Store
200,1591,25,1,144.76,144.76,2025-05-20 09:20:13.105584,Online
201,928,9,1,36.8,36.8,2025-07-08 14:53:53.405886,Store
202,494,1,1,304.75,304.75,2025-06-23 22:55:14.775734,Online
203,572,14,2,234.14,468.28,2025-06-24 12:13:13.537837,Online
204,773,130,1,382.8,382.8,2025-07-06 09:16:31.153256,Online
205,860,68,5,426.04,2130.21,2025-07-04 22:29:54.034609,Store
206,113,63,2,42.87,85.73,2025-06-18 00:59:23.539056,Store
207,667,160,1,152.59,152.59,2025-06-23 22:59:29.540013,Online
208,63,88,2,72.34,144.67,2025-07-02 11:12:04.391152,Online
209,1991,73,4,332.85,1331.39,2025-06-07 09:09:04.316109,Online
210,705,63,1,52.39,52.39,2025-05-18 18:38:47.187456,Online
211,556,70,1,494.36,494.36,2025-07-05 16:48:26.647350,Store
212,1227,20,1,238.84,238.84,2025-06-22 11:29:09.921501,Online
213,1049,39,2,284.23,568.47,2025-07-05 07:08:41.631416,Online
214,1378,52,3,450.09,1350.28,2025-07-01 06:28:57.541448,Online
215,21,125,2,104.25,208.5,2025-05-02 01:01:26.572041,Online
216,1064,152,2,35.92,71.85,2025-07-09 20:47:22.104055,Store
217,138,57,1,29.37,29.37,2025-04-16 08:49:20.620428,Online
218,913,70,2,494.36,988.72,2025-05-30 03:13:06.337097,Online
219,1832,109,2,446.6,893.2,2025-06-09 06:33:21.840217,Online
220,1892,21,3,345.97,1037.91,2025-07-03 05:14:02.113994,Store
221,1439,120,3,179.18,537.54,2025-06-21 07:28:24.628185,Online
222,611,83,1,393.13,393.13,2025-04-05 01:15:14.462787,Store
223,546,78,2,137.72,275.45,2025-06-30 22:41:28.680554,Store
224,581,98,1,186.8,186.8,2025-05-13 11:23:13.657823,Online
225,872,123,2,442.17,884.34,2025-07-08 04:46:33.994441,Store
226,557,13,3,243.3,729.9,2025-06-29 16:41:29.754323,Store
227,705,24,1,489.12,489.12,2025-02-18 18:03:09.007172,Store
228,421,157,1,232.76,232.76,2025-06-26 15:22:15.959329,Store
229,1542,74,1,292.21,292.21,2025-06-23 07:45:35.807004,Online
230,291,198,2,167.01,334.01,2025-06-17 19:48:14.997617,Online
231,1000,189,3,23.83,71.5,2025-05-08 03:18:44.307183,Online
232,449,15,4,78.89,315.56,2025-04-15 03:34:34.026388,Online
233,271,138,1,73.17,73.17,2025-04-29 11:08:59.753913,Online
234,971,199,3,245.02,735.05,2025-06-26 02:06:48.989077,Store
235,1802,23,1,67.13,67.13,2025-06-21 02:25:14.669434,Online
236,1223,69,2,318.79,637.57,2025-04-20 04:06:22.107688,Store
237,1893,110,1,367.8,367.8,2025-06-19 02:26:37.306984,Store
238,512,73,2,369.83,739.66,2025-06-17 03:56:54.986013,Online
239,1119,161,1,435.79,435.79,2025-07-11 00:46:22.420766,Online
240,671,60,1,106.59,106.59,2025-06-06 17:41:15.464061,Online
241,1507,2,3,52.52,157.57,2025-05-02 15:30:46.999763,Online
242,1058,155,3,456.75,1370.24,2025-07-10 17:14:10.807953,Online
243,1067,65,3,342.65,1027.96,2025-05-15 20:19:04.148993,Store
244,534,139,1,440.21,440.21,2025-06-18 08:03:17.796874,Online
245,85,21,1,345.97,345.97,2025-07-03 13:32:01.690281,Online
246,1338,56,2,95.24,190.48,2025-07-09 22:58:01.517338,Online
247,888,128,1,178.26,178.26,2025-06-30 20:17:58.631985,Store
248,1283,199,1,245.02,245.02,2025-07-10 05:08:17.554502,Online
249,859,141,3,491.31,1473.92,2025-06-14 12:05:40.687131,Online
250,104,59,3,457.18,1371.53,2025-06-19 22:56:26.215063,Store
251,1713,48,1,309.13,309.13,2025-04-14 12:07:54.368247,Store
252,1443,134,1,267.33,267.33,2025-06-22 01:59:08.262899,Online
253,1958,49,2,156.78,313.57,2025-06-29 13:36:58.382561,Store
254,1602,145,1,225.69,225.69,2025-07-02 19:29:01.403704,Store
255,79,148,1,302.84,302.84,2025-06-04 21:42:38.583157,Online
256,802,37,4,524.58,2098.31,2025-06-20 00:18:44.108481,Online
257,719,24,5,489.12,2445.58,2025-07-11 05:52:12.248151,Online
258,879,88,3,88.41,265.24,2025-07-04 12:08:35.160087,Online
259,802,15,1,86.78,86.78,2025-07-05 23:38:09.236846,Online
260,1478,12,2,84.94,169.88,2025-07-05 04:12:57.130529,Store
261,1885,181,1,173.99,173.99,2025-02-14 13:22:52.019675,Store
262,1841,52,2,450.09,900.18,2025-06-19 13:33:09.138563,Store
263,789,54,1,490.1,490.1,2025-06-25 20:30:30.107081,Online
264,244,150,2,24.29,48.59,2025-05-28 09:14:11.564624,Online
265,1290,35,1,253.16,253.16,2025-06-18 20:36:47.860574,Online
266,1521,122,1,346.25,346.25,2025-06-04 14:35:04.689074,Store
267,467,156,1,354.02,354.02,2025-06-19 02:40:24.087546,Store
268,952,166,1,313.19,313.19,2025-05-15 09:11:32.330851,Online
269,209,123,2,486.38,972.77,2025-06-12 08:28:48.075698,Online
270,1209,57,1,32.64,32.64,2025-07-07 02:05:49.300173,Online
271,502,7,1,122.4,122.4,2025-06-25 12:45:45.376221,Online
272,1975,87,2,19.08,38.16,2025-06-13 12:05:07.177913,Online
273,1789,11,1,66.39,66.39,2025-06-25 21:47:04.217616,Online
274,46,126,2,361.51,723.03,2025-06-17 19:38:07.511185,Store
275,1624,81,3,193.75,581.24,2025-06-07 16:39:16.787416,Online
276,130,95,1,40.96,40.96,2025-06-23 10:55:17.808884,Online
277,1170,59,2,457.18,914.35,2025-03-28 13:47:43.833558,Online
278,1194,90,1,366.46,366.46,2025-06-29 06:07:17.732755,Online
279,608,52,2,450.09,900.18,2025-07-01 13:00:41.165599,Online
280,170,10,2,18.66,37.32,2025-06-24 20:17:12.823161,Online
281,1303,116,1,26.52,26.52,2025-06-28 16:40:46.660800,Online
282,617,175,3,495.38,1486.15,2025-06-06 00:39:16.052402,Online
283,363,186,1,466.98,466.98,2025-07-11 17:56:34.614452,Store
284,422,29,1,206.72,206.72,2025-07-11 08:56:57.076308,Store
285,1550,14,3,260.15,780.46,2025-04-09 23:38:22.111545,Store
286,1688,151,1,275.21,275.21,2025-05-19 15:37:24.021188,Online
287,1784,122,1,314.77,314.77,2025-06-14 15:45:23.066168,Store
288,1999,60,5,106.59,532.96,2025-04-06 08:09:30.979357,Online
289,1994,22,1,132.96,132.96,2025-04-29 21:49:42.518132,Online
290,741,77,3,109.84,329.52,2025-05-19 11:54:53.341595,Store
291,1397,161,3,435.79,1307.37,2025-07-11 06:33:55.032190,Store
292,1017,46,2,181.17,362.35,2025-05-15 18:00:16.491242,Online
293,1083,77,1,109.84,109.84,2025-06-29 20:18:59.204653,Online
294,874,87,2,19.08,38.16,2025-07-03 19:57:36.594273,Store
295,1625,120,2,197.1,394.2,2025-05-24 00:29:56.454639,Online
296,791,189,1,26.22,26.22,2025-07-02 22:27:11.615833,Online
297,1208,97,3,492.03,1476.09,2025-07-05 06:24:31.464478,Online
298,1081,162,5,407.86,2039.32,2025-07-02 17:57:33.857864,Store
299,450,129,1,21.29,21.29,2025-06-30 13:39:57.028353,Online
300,1861,20,1,214.95,214.95,2025-06-22 00:28:05.579398,Store
301,1539,82,3,288.35,865.05,2025-07-02 08:56:40.564677,Online
302,1576,131,1,520.62,520.62,2025-06-04 03:12:31.012343,Online
303,1921,78,3,137.72,413.17,2025-06-03 21:24:47.630442,Online
304,1694,130,1,382.8,382.8,2025-07-09 19:02:56.142820,Online
305,449,161,3,435.79,1307.37,2025-06-06 04:45:35.692528,Store
306,696,42,3,143.0,429.0,2025-07-02 01:41:05.167146,Store
307,1543,20,5,238.84,1194.19,2025-07-06 23:19:07.195464,Online
308,1560,196,3,433.34,1300.01,2025-06-05 22:21:36.389470,Store
309,817,192,1,319.25,319.25,2025-06-12 13:43:22.595176,Online
310,373,173,1,514.91,514.91,2025-06-16 20:58:20.251229,Store
311,55,37,1,476.89,476.89,2025-06-04 04:36:33.427166,Online
312,1788,88,3,80.37,241.12,2025-07-02 19:23:29.844687,Store
313,185,116,2,24.11,48.23,2025-07-07 15:19:27.759550,Store
314,17,190,1,429.03,429.03,2025-04-22 13:29:38.823868,Online
315,1262,97,2,442.83,885.65,2025-06-27 09:41:43.508303,Online
316,238,17,1,195.2,195.2,2025-06-27 23:07:33.708161,Online
317,1649,33,1,261.88,261.88,2025-07-06 01:13:02.880002,Store
318,1449,18,5,89.89,449.45,2025-05-08 01:14:06.906785,Store
319,743,25,2,130.29,260.57,2025-07-01 13:12:12.847447,Online
320,1575,95,4,40.96,163.84,2025-06-30 20:51:44.031080,Online
321,372,80,3,226.29,678.88,2025-05-24 06:56:38.031644,Online
322,594,112,4,131.91,527.64,2025-06-27 06:18:16.075766,Online
323,889,144,1,200.58,200.58,2025-04-25 05:20:42.052595,Store
324,374,184,2,428.03,856.07,2025-07-07 07:33:43.805905,Online
325,1018,50,1,234.29,234.29,2025-07-07 17:27:44.145075,Online
326,222,91,1,395.39,395.39,2025-06-14 17:10:42.277447,Online
327,1969,142,3,197.62,592.87,2025-04-26 21:31:37.199872,Online
328,256,155,1,456.75,456.75,2025-06-24 12:15:24.101674,Online
329,871,128,1,178.26,178.26,2025-05-31 03:12:32.961431,Online
330,237,49,1,156.78,156.78,2025-06-15 13:35:54.742396,Online
331,296,86,2,36.63,73.26,2025-05-23 07:44:00.480771,Store
332,375,117,2,357.96,715.93,2025-06-23 00:03:25.385162,Online
333,73,69,1,350.66,350.66,2025-07-01 00:38:49.760386,Online
334,60,66,3,126.03,378.09,2025-06-26 08:30:23.156030,Store
335,348,47,3,437.54,1312.63,2025-06-19 22:27:31.302370,Online
336,1155,159,2,74.03,148.06,2025-07-02 02:31:32.687593,Online
337,1858,67,2,51.14,102.28,2025-06-13 19:39:49.757322,Online
338,183,103,1,141.24,141.24,2025-07-06 21:05:49.563984,Online
339,1436,157,1,284.48,284.48,2025-05-09 13:28:46.958384,Online
340,1187,143,1,97.16,97.16,2025-06-23 20:30:19.884943,Store
341,1794,84,2,453.99,907.98,2025-07-09 06:52:59.881477,Online
342,1117,104,1,29.54,29.54,2025-07-11 12:00:55.899034,Online
343,1524,95,3,45.06,135.17,2025-07-11 10:15:09.114104,Online
344,473,54,2,539.11,1078.23,2025-07-10 17:44:01.902008,Online
345,1392,194,1,242.69,242.69,2025-03-07 09:20:05.848648,Online
346,1862,40,1,242.3,242.3,2025-06-17 08:01:26.108161,Store
347,106,183,1,239.47,239.47,2025-04-22 01:11:34.919365,Online
348,1048,68,4,426.04,1704.17,2025-06-27 20:31:29.583149,Online
349,1747,90,1,403.11,403.11,2025-06-09 14:44:04.631521,Online
350,1208,56,2,95.24,190.48,2025-07-01 16:39:27.078122,Online
351,1200,25,1,159.24,159.24,2025-07-12 00:46:28.745677,Store
352,256,76,2,393.05,786.09,2025-07-08 07:57:37.258164,Online
353,494,61,2,14.8,29.59,2025-04-05 19:48:56.942134,Online
354,1115,80,2,205.72,411.44,2025-07-09 16:37:51.396987,Online
355,1426,57,5,29.37,146.86,2025-06-19 22:25:30.932912,Store
356,1683,13,2,221.18,442.36,2025-06-21 10:02:36.039282,Store
357,497,48,4,343.47,1373.9,2025-07-04 14:43:46.208848,Store
358,1262,174,3,289.95,869.86,2025-06-20 12:56:27.041596,Online
359,59,25,2,159.24,318.48,2025-07-02 07:21:35.754384,Online
360,795,46,4,181.17,724.69,2025-07-11 16:57:06.618140,Online
361,1094,188,4,197.21,788.83,2025-06-14 16:31:35.293001,Store
362,406,28,4,369.34,1477.38,2025-07-07 01:18:26.125359,Online
363,529,144,3,200.58,601.73,2025-06-24 07:12:22.183364,Online
364,635,69,1,350.66,350.66,2025-06-04 07:34:59.172700,Store
365,515,99,1,416.78,416.78,2025-06-26 08:26:40.808359,Online
366,953,56,1,104.76,104.76,2025-06-15 22:38:45.048584,Online
367,1303,107,2,196.83,393.66,2025-04-11 13:36:39.492126,Online
368,1430,54,1,441.09,441.09,2025-05-15 03:45:13.802762,Store
369,668,121,1,104.12,104.12,2025-06-26 20:39:04.033711,Online
370,1626,166,2,313.19,626.37,2025-06-09 21:59:57.574098,Online
371,1809,64,1,233.99,233.99,2025-05-12 10:44:40.703579,Online
372,874,163,1,10.37,10.37,2025-06-08 05:48:11.682485,Store
373,457,182,1,38.38,38.38,2025-07-08 15:56:54.789959,Online
374,605,135,3,118.6,355.8,2025-07-01 22:16:49.541513,Online
375,840,112,1,131.91,131.91,2025-06-09 22:54:56.185476,Store
376,818,80,1,205.72,205.72,2025-06-16 18:55:26.804509,Online
377,744,108,1,201.24,201.24,2025-06-29 17:10:23.778905,Online
378,17,8,3,116.97,350.91,2025-05-31 23:01:13.900425,Online
379,1222,110,1,449.54,449.54,2025-06-25 06:43:31.347492,Online
380,773,134,1,294.06,294.06,2025-06-24 02:45:37.407630,Online
381,1774,31,1,105.03,105.03,2025-06-02 22:59:54.002984,Online
382,1891,101,1,79.89,79.89,2025-07-07 13:17:51.388506,Online
383,1602,116,2,24.11,48.23,2025-06-22 15:43:17.881179,Store
384,1967,143,1,106.88,106.88,2025-06-26 17:19:03.123951,Online
385,1566,77,1,109.84,109.84,2025-07-11 01:50:05.327523,Online
386,589,92,1,142.36,142.36,2025-05-09 16:13:38.084909,Online
387,1071,1,2,277.04,554.08,2025-06-14 06:33:48.301502,Store
388,886,173,1,514.91,514.91,2025-06-26 13:39:44.206119,Online
389,1423,160,1,167.85,167.85,2025-07-01 01:16:19.218750,Online
390,1267,114,3,85.66,256.99,2025-05-29 00:37:26.201886,Online
391,1643,197,1,482.6,482.6,2025-03-20 17:20:23.134863,Online
